id,word,category,origin_language,priority,hook
286,mohair,arabic_loanword,Arabic,10,"The luxurious fabric name comes from Arabic 'mukhayyar' meaning selected or choice — originally used to describe high-quality goat wool; European traders reshaped the word until it sounded like 'mo-hair', a folk etymology that accidentally made it seem to describe something it never originally referenced."
287,sequin,arabic_loanword,Arabic,10,"Those glittery fashion discs started as real Venetian gold coins — 'zecchino' from 'zecca' (the mint), from Arabic 'sikka' meaning a coin die or mould; women in the Ottoman Empire pierced them as jewellery, and when the coins became decorative rather than monetary, the meaning transformed with them."
288,tariff,arabic_loanword,Arabic,10,"From Arabic 'ta'rif' — literally 'making known, notification' — derived from the verb 'arafa' meaning to inform; what began as a public announcement or proclamation evolved through Mediterranean trade into the English word for customs duties."
289,cotton,arabic_loanword,Arabic,10,"The fabric so ubiquitous it feels native to English traces straight to Arabic 'qutn', entering Europe through medieval trade with the Arab world; Spanish keeps the Arabic definite article in 'algodon', while English dropped the 'al-' and inherited just the bare root."
290,spinach,arabic_loanword,Persian,10,"The vegetable Popeye made famous traces back through Arabic 'isbanakh' to Persian 'aspanakh'; Arab farmers spread its cultivation across the Mediterranean from the 10th century onward, carrying the Persian name with the plant into Spain, France, and England."
291,jar,arabic_loanword,Arabic,10,The humble kitchen container comes from Arabic 'jarrah' — an earthen water vessel — via Persian 'jarrah'; the word became standard Mediterranean trade vocabulary in the 13th century when Arab merchants shipped olive oil across the sea in large earthen pots that Europeans named after them.
292,talc,arabic_loanword,Arabic,10,"The baby powder mineral gets its name from Arabic 'talq', from Persian 'talk' meaning pure — because the mineral's pristine white colour suggested purity; Arab and medieval scholars applied the term to any soft, shiny transparent mineral before European naturalists narrowed it to a specific mineral."
293,karaoke,east_asian,japanese,10,"Karaoke literally means 'empty orchestra' in Japanese — 空 (kara, 'empty') + オーケ (ōke, clipped from okesutora, Japan's phonetic rendering of 'orchestra') — coined in 1979 to describe the machine that let anyone sing over a backing track."
294,kumquat,east_asian,cantonese,10,"Kumquat is straight Cantonese: 金橘 (gam gwat, 'golden orange'), borrowed in the 1690s through Canton trade — making it one of the few Cantonese words that slipped into English almost unchanged while most Chinese loanwords came through Mandarin."
295,gingham,east_asian,malay,10,"That cheerful checkered fabric got its name from Malay ginggang ('striped'), filtered into English around 1610 through Dutch traders who transliterated it as gingang — so every gingham picnic tablecloth traces back to a Malay word for striped cloth."
296,paddy,east_asian,malay,10,"Paddy field literally means 'rice-in-the-straw field': the word comes from Malay padi, meaning rice still in its husk on the stalk — English dropped the precision and now uses it for any flooded rice field, even after the grain is harvested."
297,sarong,east_asian,malay,10,"Sarong entered English in 1834 directly from Malay sarung, meaning 'sheath' or 'covering' — the garment's name is essentially a functional descriptor: it sheathes the lower body, and the word itself was adopted unchanged from the Malay national dress."
298,tofu,east_asian,mandarin,10,Tofu literally means 'rotten beans' — Mandarin 豆腐 (dòufu: dòu 'beans' + fu 'fermented/rotten') — borrowed through Japanese tōfu into English in 1876; the word has always been honest about the fermentation process that makes it.
299,zen,east_asian,sanskrit,10,"Zen traveled three languages to reach English: Sanskrit dhyāna ('meditation') became Chinese chán, which became Japanese zen, which entered English in 1727 — every layer of transmission preserved the core meaning of meditative stillness."
300,samurai,east_asian,japanese,10,"Samurai 侍 descends from the classical Japanese verb saburafu ('to serve, to attend upon'), itself built from sa- (a prefix meaning 'early') + morafu ('to keep watch') — so the feared warrior class started life linguistically as a household attendant."
301,ninja,east_asian,japanese,10,"Ninja 忍者 combines 忍 (nin, 'to endure, to conceal oneself') + 者 (ja, 'person') — but the word was barely used in Japanese itself until post-WWII manga series popularized it, and English only adopted it after the 1981 film Enter the Ninja."
302,ohm,eponym,german,10,"Named after Georg Simon Ohm (1789–1854), the German physicist who formulated Ohm's Law relating voltage, current, and resistance; formally adopted as the SI unit in 1867."
303,watt,eponym,english,10,"Named after James Watt (1736–1819), the Scottish engineer who vastly improved the steam engine; the unit of electrical power was formally proposed and adopted in 1882."
304,ampere,eponym,french,10,"Named after André-Marie Ampère (1775–1836), the French physicist who laid the foundations of electrodynamics; adopted by the Electric Congress in Paris in 1881 as the SI unit of current."
305,volt,eponym,italian,10,"Named after Alessandro Volta (1745–1827), the Italian physicist who invented the electric battery; back-formed from 'voltaic' (1813) and formally adopted as the SI unit of electromotive force in 1873."
306,hertz,eponym,german,10,"Named after Heinrich Hertz (1857–1894), the German physicist who first conclusively proved the existence of electromagnetic waves; adopted as the SI unit of frequency equal to one cycle per second in 1928."
307,pompadour,eponym,french,10,"Named after Jeanne-Antoinette Poisson, Marquise de Pompadour (1721–1764), mistress of Louis XV from 1745, who popularised the upswept hair style rolled off the forehead over a cushion; fashionable from the 1750s."
308,dobermann,eponym,german,10,"Named after Karl Friedrich Louis Dobermann (1834–1894), a German tax collector and dog-pound keeper in Apolda who deliberately bred the sleek, fierce guardian dog in the 1880s."
309,thespian,eponym,greek,10,"Named after Thespis, the semi-legendary 6th-century BCE Athenian poet from Icaria who is credited as the first actor to step out of the chorus and play an individual role; the adjective appeared in English by the 1670s."
310,mackintosh,eponym,english,10,"Named after Charles Macintosh (1766–1843), the Scottish chemist who patented a rubber-based waterproofing process on June 17, 1823 (patent no. 4804); the waterproof coat bearing his name was in common use by 1836."
311,bloomers,eponym,english,10,"Named after Amelia Jenks Bloomer (1818–1894), the American feminist reformer and editor who championed and publicised the loose trouser-style women's garment in 1851 as a practical alternative to restrictive skirts."
312,bunsen,eponym,german,10,"Named after Professor Robert Wilhelm Bunsen (1811–1899) of Heidelberg, who invented the gas burner in 1855 to provide a clean, hot, non-luminous flame for laboratory work; 'Bunsen burner' is recorded from 1879."
313,cul-de-sac,compound_hidden,french,10,"From French 'cul-de-sac' — literally 'bottom of a sack,' from Latin 'culus' (backside/bottom). First used anatomically in 1738 for a tube closed at one end; applied to dead-end streets by 1819. Your suburban dead-end street is named after a bag's fundament."
314,balcony,compound_hidden,italian,10,"From Italian 'balcone,' from 'balco' (scaffold, beam), which traces back to Lombard/Germanic roots — the same root as Old English 'balca' (ridge, beam). Your balcony is literally named for the wooden beam it projects from."
315,vendetta,n_shift,italian,10,"From Italian 'vendetta' (blood feud), from Latin 'vindicta' (vengeance, revenge), the same root that gives us 'vindicate.' Entered English in 1846, particularly associated with Corsican clan feuds where entire families were bound to avenge a single slight across generations."
316,armada,military_roman,spanish,10,"From Spanish 'armada' (armed force), from Medieval Latin 'armata,' from 'armare' (to arm). Entered English in the 1530s; the word became permanently associated with the 1588 Spanish fleet destroyed by storms and English ships — a 130-vessel 'Invincible Armada' that wasn't."
317,mosquito,compound_hidden,spanish,10,"From Spanish 'mosquito,' the diminutive of 'mosca' (fly), from Latin 'musca.' When Spanish explorers encountered the insects of the Americas in the 1580s they simply called them 'little flies.' The word entered English and stuck, carrying its tiny, dismissive suffix."
318,aficionado,n_shift,spanish,10,"From Spanish 'aficionado' (devotee, originally of bullfighting), from 'afición' (passion, enthusiasm), from Latin 'affectionem.' Entered English in 1845. The word originally described people whose passion for bullfighting was so intense they would participate as amateurs rather than paid professionals."
319,escapade,semantic_shift,spanish,10,"From French 'escapade' and Spanish 'escapada,' from 'escapar' (to escape), tracing to Vulgar Latin 'excappare' — literally 'to get out of one's cape' (ex- + cappa). Originally meant escape from confinement; by 1814 it had shifted to mean any rule-breaking adventure or prank."
320,parasol,compound_hidden,italian,10,"From French 'parasol,' from Italian 'parasole' — literally 'para-' (defense against) + 'sole' (sun). Originally a prestige object used by high-ranking persons in the East and fashionable European women to shield themselves from the sun, not the rain — a sun-blocker, not a rain cover."
321,denizen,compound_hidden,french,10,"From Anglo-French 'deinzein,' from Old French 'deinz' (within), from Late Latin 'deintus.' Originally a precise legal term for an alien granted certain rights of citizenship — one who lived 'within' the city walls and its privileges, as opposed to a 'foreign' outsider."
322,ostrich,compound_hidden,french,10,"From Old French 'ostruche,' from Medieval Latin, from Vulgar Latin 'avis struthio' — literally 'bird sparrow' (avis = bird, struthio from Greek 'strouthos' = sparrow). The ancient Greeks called it a 'big sparrow' or 'camel-sparrow' (strouthokamelos), and that absurd name is buried inside the word we use today."
323,omelette,folk_etymology,french,10,"From French 'omelette' (16c.), via 'alemette' and 'alemelle' — a misdivision of 'la lemelle' (the thin plate/blade), ultimately from Latin 'lamella' (thin plate, diminutive of lamina). The egg dish was named for its flat, blade-like shape, not its ingredients. The word is a scrambled corruption of the Latin for a metal sheet."
324,freelance,literary_coinage,old english,10,"Coined by Sir Walter Scott in his 1819 novel 'Ivanhoe' to describe a medieval mercenary knight whose lance was pledged to no particular lord — a literal 'free lance.' The term quickly left fiction and by the 1860s described any self-employed professional, making it one of the few common workplace terms traceable to a specific novel."
325,belfry,folk_etymology,germanic,10,"Nothing to do with bells: from Old North French 'berfroi,' meaning a movable wooden siege tower, from Proto-Germanic *berg-frithu (high protective shelter). By the 15th century, detached church bell towers resembled siege towers, the word shifted to them, and the spelling was altered by association with 'bell' — erasing the word's entirely military origin."
326,kidnap,compound_hidden,old english,10,"Attested c. 1680 as thieves' cant: kid (child) + nap (dialectal form of 'nab,' to snatch). The original crime was specifically stealing children to ship as indentured labourers to the American colonies — the 'nap' was literal theft of a 'kid.' The meaning later broadened to any abduction."
327,slogan,compound_hidden,scottish gaelic,10,"From Scottish Gaelic 'sluagh-ghairm' — army-cry or war-shout (sluagh = army or host, gairm = cry or call). Scottish and Irish clans used distinctive battle cries to identify friend from foe in medieval combat; by 1704 the word had softened into the political or commercial catchphrase we know today."
328,daisy,compound_hidden,old english,10,"From Old English 'dæges eage' — literally 'day's eye' (dæg = day, eage = eye). The daisy closes its petals at nightfall and opens at dawn; Anglo-Saxon observers named the flower after the eye of the day — the sun — seeing in its yellow centre and white rays a miniature sunrise that tracked the sky."
329,woman,compound_hidden,old english,10,"From Old English 'wifman' — a compound of wif (female person) and man (person, originally gender-neutral for any human). To specify a female human in Old English you prepended 'wif-' to the general word for person. When 'man' later narrowed to mean male only, the earlier logic inside 'woman' became completely invisible."
330,sheriff,compound_hidden,old english,10,"From Old English 'scirgerefa' — literally 'shire-reeve' (scir = shire or district, gerefa = chief official). The shire-reeve was the king's administrative and legal officer in each territorial division; the compound compressed phonetically across centuries into 'sheriff,' hiding its two-part governmental meaning entirely."
331,stentorian,greek_myth,greek,10,"Around 1600, English borrowed the name of Stentor — the Greek herald in the Iliad whose voice Homer compared to the combined volume of fifty men — to coin 'stentorian' as an adjective for extreme loudness. The name itself derives from Greek stenein ('to groan'), a root shared with the PIE ancestor of 'thunder.'"
332,procrustean,greek_myth,greek,10,"Coined in 1822 from Procrustes ('the Stretcher'), the mythological bandit of Attica who offered travellers his iron bed and then either stretched their limbs or amputated their legs to make them fit — his name is literally 'one who hammers out.' A word for enforcing arbitrary conformity carries a uniquely graphic backstory."
333,halcyon,greek_myth,greek,10,"From the 1540s, 'halcyon days' translated Latin alcyonei dies: the fourteen windless days around the winter solstice when legend said the kingfisher — identified with Halcyone, daughter of Aeolus who drowned herself in grief and was transformed into a bird — built a floating nest that her father, god of winds, calmed the seas to protect."
334,python,greek_myth,greek,10,"From Greek Pythōn, the great earth-serpent slain by Apollo near Delphi (the site was formerly called Pythō, possibly from pythein 'to rot,' referencing the serpent's decaying carcass). The name transferred to large tropical constrictors by 1836 — so the snake is named after a mythological corpse."
335,iridescent,greek_myth,greek,10,"Coined in 1784 from Latin iris/iridis, from Greek iris — simultaneously the name of the rainbow-messenger goddess and Homer's ordinary word for 'rainbow.' Every shimmering surface described as iridescent carries the 2,500-year-old name of the goddess who wore rainbows as her robe."
336,protean,greek_myth,greek,10,"In use since the 1590s, 'protean' derives from Proteus, the Homeric sea-god who evaded questioners by shape-shifting into fire, water, and beasts — he would only answer if you pinned him down through all his transformations. His name means 'first' in Greek, possibly marking him as a primordial deity."
337,chimerical,greek_myth,greek,10,"Dated to the 1630s, built on chimera (Greek khimaira, literally 'year-old she-goat'), the fire-breathing composite monster — lion's head, goat's body, dragon's tail — slain by Bellerophon. The figurative English sense of 'a wild impossible scheme' was already recorded by c. 1580, before the adjective form appeared."
338,draconian,greek_myth,greek,10,"Draco (~621 BC) drafted Athens' first written legal code, prescribing death as the penalty for nearly every offense — the ancient sources say he chose death because he could think of nothing harsher for the most serious crimes. The adjective entered English in 1759 and within two decades had generalized to any law of extreme severity."
339,sybaritic,greek_myth,greek,10,"Sybaris was a Greek colony in southern Italy (flourishing 720–510 BC) so legendarily devoted to pleasure that its citizens allegedly trained their horses to dance at festivals — and their enemies exploited this by playing pipes as they attacked, causing the cavalry to dance instead of fight. 'Sybaritic' entered English in the 1610s directly from that reputation."
340,stoic,greek_myth,greek,10,"Zeno of Citium (~334–262 BC) taught at the Stoa Poikile ('Painted Porch') in Athens, a colonnade decorated with murals of the Battle of Marathon — his school took its name from the building, not any doctrine. The Greek stoa derives from PIE *sta- ('to stand firm'), an accidentally perfect root for a philosophy of impassive endurance."
341,hypnosis,greek_myth,greek,10,"Scottish surgeon James Braid coined 'neuro-hypnotism' in 1842 — shortened to 'hypnotism' in 1843 — deliberately choosing Greek hypnos, the god of sleep, because the state resembled slumber. 'Hypnosis' followed as a clinical variant by 1850, making the ancient sleep-god's name a permanent fixture of modern psychiatry."
342,nemesis,greek_myth,greek,10,"Nemesis entered English in the 1570s as the name of the Greek goddess of righteous distribution, from nemein ('to distribute, allot one's due') — she was literally the divine accountant who ensured no mortal accumulated more fortune than their share. Her name became a common noun for retributive justice by the 1590s."
343,echo,greek_myth,greek,10,"Dating to the mid-1300s, 'echo' comes from Greek ēkhō — the name of the mountain nymph who pined for Narcissus until only her voice remained. Greek myth had personified the acoustic phenomenon as a grieving girl, and her name passed directly into English as the common noun for the reflected sound."
344,erotic,greek_myth,greek,10,"Borrowed into English in the 1650s from Greek erotikos, from eros — simultaneously the word for desire and the name of the god of love. In Greek the divine name and the common emotion were the same word; English kept them fused in 'erotic,' making the god's name inseparable from the concept he personified."
345,dinosaur,greek_myth,greek,10,"Coined in 1841 by English anatomist Sir Richard Owen from Greek deinos ('terrible, wondrous') and sauros ('lizard') to name a newly recognized order of extinct reptiles. The figurative sense — an outdated institution lumbering toward extinction — didn't appear until 1952, more than a century after the bones."
346,encyclopedia,greek_myth,greek,10,"From Greek enkyklios paideia — 'training in a circle' (enkyklios = circular/general, paideia = education/child-rearing) — the ancient ideal of a complete round of learning that every educated person should complete. The alphabetical reference-book format we know today only emerged in the 1640s, more than a century after the word arrived in English."
347,expensive,latin_root,latin,10,"From Latin expendere, 'to weigh out money' — from ex ('out') + pendere ('to hang, to weigh'). Ancient Romans didn't count coins; they weighed them on a scale. Something expensive was something that required a heavy weighing-out of silver."
348,peculiar,semantic_shift,latin,10,"From Latin peculium, 'private property in cattle' (from pecus, 'livestock'). It originally meant belonging exclusively to one person — your own private cattle. By 1600 the 'private' sense drifted: if something belongs to you alone it looks odd to everyone else, hence 'peculiar' meaning strange."
349,obsequious,semantic_shift,latin,10,"From Latin obsequiosus, 'compliant, dutiful,' from obsequi — 'to follow after' (ob = after, sequi = to follow). Originally neutral praise for a loyal follower; by the 1590s the excess of following became contemptible, and 'obsequious' flipped to mean sycophantic."
350,manufacture,compound_hidden,latin,10,"From Latin manus ('hand') + factura ('a making,' from facere 'to do'). Manufacture literally means 'made by hand.' The word was coined before the Industrial Revolution and has silently kept its artisan meaning even as factories replaced handcraft entirely."
351,volume,compound_hidden,latin,10,"From Latin volumen, 'a roll, scroll' — from volvere, 'to roll.' A Roman 'volume' was a papyrus scroll you physically unrolled to read. The word for the size of a sound or the bulk of a 3D object is still, etymologically, a papyrus scroll."
352,savanna,native_american,taino,10,"From Taino 'zabana', the indigenous Caribbean word for a treeless plain — Spanish colonists borrowed it for the flat grasslands they encountered, and it became the standard English term for tropical grasslands worldwide, carrying a Caribbean word to describe African landscapes."
353,iguana,native_american,taino,10,"From Taino/Arawakan 'iwana', first recorded in Richard Eden's 1555 'Decades of the New World' where he described creatures resembling crocodiles measuring eight feet long — one of the earliest written records of any indigenous Caribbean word entering European languages."
354,maize,native_american,taino,10,"From Taino/Arawakan 'mahiz', borrowed into Cuban Spanish and then English in the 1550s; Europeans called it 'Turkey corn' for centuries under the mistaken belief that it came from Turkey, the same geographic confusion that gave turkeys their name."
355,moose,native_american,algonquian,10,"From Narragansett or Abenaki Algonquian 'moos' or 'moz', meaning 'he strips off' — a reference to the moose's habit of stripping bark from trees in winter; the animal's name is literally a description of its feeding behavior, not its appearance."
356,piranha,native_american,tupi,10,"From Tupi 'pira nya' — 'pira' (fish) + 'nya' (biting), literally 'biting fish'; the name entered English via Portuguese in 1869, and the Tupi-speaking peoples of Brazil gave the world's most feared freshwater fish one of the most literal names in any language."
357,condor,native_american,quechua,10,"From Quechua 'cuntur', the sacred native name for the world's largest flying bird; the Inca venerated the condor as a messenger to the gods and carved it into ritual objects — the bird entered English around 1600 along with Spanish accounts of the Inca empire."
358,puma,native_american,quechua,10,"From Quechua 'puma', the Inca word for the mountain lion that was a central symbol of Inca military power — the Inca capital Cusco was reportedly designed in the shape of a puma from above; the word entered English in 1777 via Spanish colonial accounts."
359,mesquite,native_american,nahuatl,10,"From Nahuatl 'mizquitl', the Aztec name for this shrub of the pea family; first recorded in English in 1759 via Mexican Spanish, the tree was so critical to desert survival that many Southwestern American place names are derived from it — the Nahuatl root outlasted the Aztec empire by centuries."
360,moccasin,native_american,algonquian,10,"From Powhatan/Algonquian 'makasin' (shoe), documented in the 1610s; by 1784 the same word had been applied to venomous snakes in the American South — etymologists remain baffled by the sense connection between footwear and a deadly snake, calling it 'difficult to explain'."
361,petunia,native_american,guarani,10,"The ornamental garden flower is named after tobacco: French botanists coined 'petunia' (1789) from 'petun', their word for the tobacco plant, which came from Guarani 'pety'; the petunia was recognized as a botanical relative of tobacco, and its name still carries that connection."
362,argosy,placename,italian,10,"An argosy — a large merchant ship laden with treasure — is not named after the mythical Argo but after Ragusa, the Adriatic city-state now known as Dubrovnik, Croatia. In the 1570s, Ragusan merchant vessels ('nave Ragusea' in Italian) dominated trade between the Levant and England; the city's name garbled into 'argosy' as its ships became synonymous with wealth."
363,suede,placename,french,10,"The soft, napped leather is named after Sweden — via a French fashion trend. In the 1850s, French glove-makers marketed butter-soft kid-skin gloves as 'gants de Suède' (gloves of Sweden); the material's name entered English in 1884, though the Swedish gloves that inspired it were long forgotten."
364,cognac,placename,french,10,"The word 'cognac' is simply the name of Cognac, a small town in the Charente region of western France. References to 'Conniacke wine' appear as early as the 1590s; by the 1680s it specifically meant the double-distilled brandy that had made the town famous — a direct, unbroken line from French terroir to English vocabulary."
365,cologne,placename,french,10,"Cologne (the fragrance) is named after Cologne, Germany — where Italian chemist Johann Maria Farina created his signature scent in 1709, naming it 'Eau de Cologne' (water from Cologne). The city itself had been 'Colonia Agrippina' since 50 CE, named for Agrippina the Younger, wife of the Roman emperor Claudius, who was born there."
366,cordwainer,placename,old_french,10,"The archaic English word for shoemaker — 'cordwainer' — survives from medieval Córdoba, Spain, the city whose tanneries produced the finest leather in Europe. Workers who crafted shoes from that Cordovan leather became 'cordwainers'; the Guild of Cordwainers in London, founded in 1272, still exists today under that name."
367,pundit,semantic_shift,sanskrit,10,"From Sanskrit pandita, a title for scholars rigorously trained in Vedic texts, law, and sacred language — a credential requiring decades of study. By 1816, English was using it loosely for any opinionated commentator, a dilution that would horrify the original panditas."
368,cot,sanskrit_loanword,sanskrit,10,"This everyday nursery word comes from Hindi khat and Sanskrit khatva, meaning a couch or hammock. British sailors adopted it in the 1760s for canvas hammock beds on ships, and it eventually settled into English as the folding child's bed we know today."
369,dinghy,sanskrit_loanword,sanskrit,10,"This small boat word traces back to Hindi dingi, from Sanskrit drona-m meaning 'wooden trough' — itself from a Proto-Indo-European root meaning firm, solid wood. The same ancient root that gave us 'tree,' 'durable,' and even 'Druid' also gave us the humble dinghy."
370,calico,placename,tamil,10,"Named after Calicut (modern Kozhikode) on India's Malabar Coast — a Tamil trading port so famous for its white cotton exports in the 1530s that the fabric took the city's name. By 1807 Americans were using 'calico' to describe any multi-patched animal coat, from horses to cats."
371,bandana,sanskrit_loanword,sanskrit,10,"From Hindi bandhan, 'the act of binding,' itself from Sanskrit badhnati, 'he binds.' A bandana is literally a binding cloth — and remarkably, it shares a deep Proto-Indo-European ancestor with the English word 'bind,' making them linguistic twins separated by thousands of years."
372,opal,sanskrit_loanword,sanskrit,10,"Sanskrit upala simply meant 'gem' or 'precious stone' — no specific color or type. The word traveled through Greek opallios and Latin opalus before reaching English in the 1590s, retaining the same meaning across three millennia of trade routes and language change."
373,candy,sanskrit_loanword,sanskrit,10,"Sanskrit khanda meant 'piece of sugar' — a word for the chunks of crystallized cane sugar traded across the ancient world. It traveled through Persian qand and Arabic qandi into French before reaching English in the 13th century, meaning specifically crystallized sugar for centuries before broadening to all confections."
374,ginger,sanskrit_loanword,sanskrit,10,"Sanskrit srngaveram meant 'horn body' — a vivid description of the knobby shape of a ginger root. The word passed through Prakrit, Greek, Latin, and Old French before reaching Old English, making ginger one of the oldest Sanskrit-origin words in the language."
375,pepper,semantic_shift,sanskrit,10,"Sanskrit pippali referred specifically to long pepper, a distinct plant that was the main spice of ancient trade. When Spanish explorers found hot chili plants in the Americas in the 1500s, they named them 'pepper' after the unrelated Asian spice — and the mistaken name stuck for all capsicum plants worldwide."
376,mango,sanskrit_loanword,tamil,10,Tamil mankay combines man ('mango tree') and kay ('fruit') — a straightforward compound that traveled through Malay and Portuguese before English traders documented it in the 1580s. The same Captain Bligh infamous for the Bounty mutiny introduced mango trees to Jamaica in 1793.
377,mantra,semantic_shift,sanskrit,10,"Sanskrit mantra literally means 'instrument of thought' — from man ('to think') and the tool suffix -tra. It entered English in 1808 referring to Vedic hymns; today it is used for everything from meditation phrases to corporate mission statements, drifting far from its sacred origins."
378,yoga,semantic_shift,sanskrit,10,"Sanskrit yoga means 'union' or 'yoking' — specifically the union of the individual soul with the universal spirit through meditation. The same Proto-Indo-European root gave English 'yoke' and 'join.' Today's billion-dollar fitness industry has made yoga almost entirely about physical postures, stripping the original metaphysical core."
379,dungaree,placename,hindi,10,"From Hindi dungri, the name of a village near Bombay (now Mumbai) where coarse blue cotton cloth was produced. The fabric entered English records in the 1610s as sailors' workwear; by 1868, 'dungarees' had shifted meaning entirely — from a cloth type to the trousers sewn from it."
380,gene,medical_coinage,greek,10,"Danish botanist Wilhelm Johannsen coined gene in 1909 by clipping the last syllable of pangene (a term coined by Hugo de Vries), itself from Greek genea 'generation, descent.' He simultaneously invented the terms genotype and phenotype to describe the difference between genetic code and observable traits."
381,clone,latin_root,greek,10,"From Greek klon, 'twig or cutting from a plant.' The word began as a pure botany term — American plant physiologist Herbert Webber introduced it in 1903 to describe plants propagated from cuttings. Only in 1963 did J.B.S. Haldane extend it to the sci-fi sense of genetically identical beings."
382,oxygen,literary_coinage,greek,10,"Antoine Lavoisier coined the word in 1777 from Greek oxys ('sharp, sour') and -genes ('born of') — literally 'acid producer,' because he believed, incorrectly, that oxygen was the essential ingredient in every acid. The name enshrined a scientific error that we still use today."
383,biscuit,latin_root,latin,10,"From Old French bescuit, from Medieval Latin biscoctum: bis ('twice') + coctus ('cooked'). Medieval bakers literally baked bread twice — once to cook it, once to dry it out completely — creating the rock-hard, non-perishable ration carried by Roman legions and medieval sailors."
384,marmalade,placename,portuguese,10,"From Portuguese marmelada, a preserve made from marmelo ('quince'), which traces back through Latin to Greek melimēlon — literally 'honey apple.' English records show marmalade imports as early as 1480; for its first 150 years in English it meant a quince preserve, not citrus."
385,paisley,placename,english,10,"Named for Paisley, a town in west Scotland whose weavers began copying Kashmir shawls on jacquard looms after 1800. The motif itself — called boteh or buta in Persian — is 2,500 years old, but 'paisley' as the English name stuck because Scotland became the dominant European manufacturer."
386,tartan,placename,french,10,"Despite its Celtic associations, tartan likely comes from French tiretaine, a coarse linsey-woolsey cloth (attested in French from the 13th century), not from Scottish Gaelic. The clan-specific pattern system so beloved today was only invented around 1815 — historians now consider it a largely fabricated tradition."
387,gymnasium,latin_root,greek,10,"From Greek gymnasion, from gymnazein 'to exercise naked' — because gymnos meant 'naked.' Greek athletes truly competed and trained nude, rubbing themselves with olive oil. The word carried that literal meaning into Latin and then English before politely dropping the nudity connotation."
388,iridium,greek_myth,greek,10,"Named in 1803 by English chemist Smithson Tennant from Greek Iris, goddess of the rainbow, because the element's salts dissolved into a dazzling array of colours — reds, yellows, blues — unlike anything previously seen in a single metal. The element's name is literally 'rainbow metal.'"
389,meat,semantic_shift,proto-germanic,10,"'Meat' in Old English meant any food at all — vegetables, dairy, and grain were all 'meat.' The meaning narrowed over centuries until it referred exclusively to animal flesh."
390,deer,semantic_shift,proto-germanic,10,"'Deer' was the Old English word for any wild animal at all — bears, wolves, and boars were all 'deer.' It narrowed to one specific creature, probably because deer became the most prized quarry of hunters."
391,cute,semantic_shift,latin,10,"'Cute' started as a shortening of 'acute' in the 1730s, meaning clever, sharp-witted, and shrewd. By the 1830s American slang had converted it entirely into a word for physical attractiveness."
392,pretty,semantic_shift,proto-germanic,10,"'Pretty' originally meant 'cunning, crafty, and wily' — describing someone skilled in tricks and deception. Today it is purely about physical appearance and attractiveness."
393,quick,semantic_shift,proto-germanic,10,"'Quick' originally meant 'alive, living' — the phrase 'the quick and the dead' survives to remind us. Today the word exclusively means fast or rapid, with its life-and-death origins forgotten."
394,spinster,semantic_shift,old english,10,A 'spinster' was simply a woman whose occupation was spinning thread — a neutral job title. It morphed into a legal and then derogatory term for an unmarried older woman.
395,pedant,semantic_shift,greek,10,"A 'pedant' in the 1580s was simply a schoolmaster or teacher — a neutral occupational title. Within a decade it had flipped to mean someone who flaunts minor knowledge in an irritating, narrow-minded way."
396,girl,semantic_shift,proto-germanic,10,"Around 1300, 'girl' referred to any child or young person regardless of sex — a boy could be a 'girl.' It narrowed to female only by the late 14th century."
397,brave,semantic_shift,latin,10,"'Brave' traces to roots meaning 'wild, savage' and possibly even 'cutthroat or villain' in Medieval Latin. It elevated over time into the admirable quality of courageous valor we celebrate today."
398,lemon,arabic_loanword,Arabic,20,"From Arabic 'laimun' and Persian 'limun', possibly tracing back to Malay 'limaw' — Arab traders brought the fruit and its name from India to the Levant in the 9th or 10th century, from where it spread across the Mediterranean into European kitchens and languages."
399,caravan,persian,Persian,20,From Persian 'karwan' — a group of desert travellers — the word entered European languages through the Crusades and was reinforced by Silk Road traders; what started as a term for camel-borne merchant convoys eventually became the British word for a holiday trailer.
400,carafe,arabic_loanword,Arabic,20,"The glass vessel on restaurant tables comes from Arabic 'gharrafa' — a vessel for drawing water, from 'gharafa' meaning to draw or scoop — travelling through Italian and French before becoming standard English table vocabulary in 1786."
